input,label
"Technical Assets: Data Centres: Shared office space server closet with poor ventilation. Hosting: Free web hosting with severe limitations and ads. Servers: A single, very old laptop repurposed as a server. Databases: Data stored in plain text files on the server. Data: A few customer emails, some product photos. Software: Obsolete version of a free forum software. Models: None. Services: A barely functional online forum. Networking: Shared office internet, no dedicated IP. Security: Forum software known for vulnerabilities, no updates applied. Development: Changes made directly on the live server using FTP. Compliance: Completely unaware of any compliance requirements. BC/DR: No backups of any kind. Non-Technical: People: A volunteer with minimal technical skills. IP: None. Processes: If something breaks, it stays broken. Tech: Failing hardware, unstable internet connection.",bad
"Technical Assets: Data Centres: Distributed edge nodes for IoT. Hosting: Private cloud for sensitive workloads. Servers: 80+ ARM-based edge servers. Databases: InfluxDB for sensor data, Redis for caching. Data: IoT telemetry, device status logs. Software: Device management platforms, open-source monitoring tools. Models: Time-series forecasting for maintenance. Services: Remote firmware updates, device onboarding. Networking: LTE-M for remote sites, VPN tunnels. Security: Device certificates, secure boot. Development: Docker Compose, basic CI. Compliance: Industry best practices, partial ISO 27001. BC/DR: Weekly snapshots, manual failover. Non-Technical: People: IoT engineers, support staff. IP: Device provisioning scripts. Processes: Incident escalation, device lifecycle management. Tech: Edge gateways, ruggedized sensors.",good
"Technical Assets: Data Centres: Confidential computing enclaves (Intel TDX). Hosting: Azure Confidential VMs, AWS Nitro Enclaves. Servers: 100+ AMD EPYC with SEV-SNP. Databases: Always Encrypted SQL, Oblivious HTTP queries. Data: Multiparty computation outputs, zero-knowledge proofs. Software: Enarx for TEE portability, OpenMPF for redaction. Models: Federated learning aggregators. Services: Privacy-preserving analytics, clean room matchmaking. Networking: Marconi switches for encrypted fabrics. Security: Remote attestation (RATS), policy-led key release. Development: Veracode for TEEs, Gramine for SGX. Compliance: Schrems II data localization, FIPS 140-3 Level 4. BC/DR: Enclave-aware replication, cryptographic shredding. Non-Technical: People: Privacy engineers, TEE auditors. IP: Secure aggregation protocols. Processes: Data sovereignty impact assessments. Tech: Optical encryption ASICs.",excellent
"Technical Assets: Data Centres: Old utility closet without proper cooling. Hosting: Budget shared hosting plan with frequent outages. Servers: Single outdated tower server running multiple services. Databases: Outdated MySQL installation, many unoptimized queries. Data: Unsecured customer records, minimal logging. Software: Unmaintained open-source applications with known vulnerabilities. Models: None. Services: Unreliable email service, basic static website. Networking: Consumer-grade router, single ISP connection. Security: Default passwords, unpatched systems, no formal security policies. Development: Direct edits to production, no version control. Compliance: Non-compliant with relevant regulations. BC/DR: Occasional manual backups, no tested recovery process. Non-Technical: People: Part-time IT person with limited skills. IP: None documented or protected. Processes: Ad-hoc responses to problems, no documentation. Tech: Aging computers, consumer-grade peripherals.",bad
"Technical Assets: Data Centres: On-premise server room with basic environmental controls. Hosting: Virtualized servers on VMware, some legacy physical servers. Servers: 40+ virtual machines, a few older physical servers. Databases: Microsoft SQL Server, some departmental Access databases. Data: Business operational data, customer records, email archives. Software: Standard office productivity suites, industry-specific legacy applications. Models: Basic statistical models in Excel for reporting. Services: Internal IT support, file sharing services. Networking: Gigabit Ethernet LAN, basic firewall with NAT. Security: Antivirus software, password policies, manual patching. Development: Infrequent application updates, limited testing environment. Compliance: Adherence to basic data privacy principles. BC/DR: Daily local backups, offsite backup tapes stored weekly. Non-Technical: People: Small IT team, business analysts. IP: Company website content. Processes: Informal IT support procedures, annual IT budget review. Tech: Standard desktop PCs, network-attached storage (NAS).",good
"Technical Assets: Data Centres: Carbon-neutral facilities (Google-style). Hosting: Spot instances with auto-scaling. Servers: 200+ Ampere Altra, 50+ Habana Gaudi. Databases: ClickHouse for metrics, Druid for events. Data: Scope 3 emissions logs, energy provenance certs. Software: Kepler for GPU power tuning, Cloud Carbon Footprint. Models: PUE optimization RL agents. Services: Carbon-aware scheduling, REC trading APIs. Networking: Solar-powered edge POPs. Security: Energy-efficient post-quantum schemes. Development: EcoCI plugins, Green Software Foundation tools. Compliance: SEC climate disclosure, EU Taxonomy. BC/DR: Diesel-free backup (flywheels + batteries). Non-Technical: People: Carbon accountants, sustainability architects. IP: Dynamic voltage scaling patents. Processes: Embodied carbon reviews, circular IT lifecycles. Tech: Immersion cooling racks.",excellent
"Technical Assets: Data Centres: No designated facility, equipment in dusty storage room. Hosting: Free website builder with severe limitations. Servers: Few personal laptops used as improvised servers. Databases: Spreadsheets and text files as makeshift databases. Data: Inconsistent record formats, duplicate information, no validation. Software: Expired license software, abandonware, pirated applications. Models: None. Services: Unreliable email forwarding, basic contact form. Networking: Residential internet connection, no business SLA. Security: No security policies, shared passwords, no access controls. Development: No development environment, untested changes pushed live. Compliance: Unaware of compliance requirements, potential violations. BC/DR: No backup strategy, no disaster recovery plan. Non-Technical: People: Occasional volunteer help, no dedicated IT staff. IP: Unprotected content, no licensing strategy. Processes: No defined workflows, improvised solutions. Tech: Obsolete hardware with frequent failures, consumer equipment.",bad
"Technical Assets: Data Centres: Single on-site server rack with UPS backup. Hosting: Primarily on-premise servers, limited use of IaaS for development. Servers: 20+ physical servers of mixed age. Databases: MySQL for web applications, file-based storage for archives. Data: Website traffic logs, product inventory data. Software: Open-source web server software, custom-built internal tools. Models: Simple A/B testing logic for website features. Services: Company website hosting, internal document management. Networking: Business-grade internet connection, managed switches. Security: Web application firewall (WAF), SSL/TLS certificates. Development: Git for version control, staging server for testing. Compliance: PCI DSS self-assessment for e-commerce. BC/DR: Nightly database dumps, cloud storage for critical files. Non-Technical: People: System administrator, web developer. IP: Domain names, website design. Processes: Regular software updates, user account management. Tech: Rack-mounted servers, basic network monitoring tools.",good
"Technical Assets: Data Centres: Private cloud infrastructure. Hosting Services: AWS, Azure. Servers: 100 physical, 200 virtual. Databases: SQL and NoSQL for client data. Data: Application logs, user analytics. Software: Kubernetes orchestration, CI/CD tools. Models: AI-driven scaling algorithms. Services: Cloud migration consulting. Networking: SD-WAN, MPLS. Security: IAM, DDoS protection. Development Tools: Terraform, Ansible. Communication: Secure client portals. Compliance: SOC 2, ISO 27001. Business Continuity: Geo-redundant backups. Non-Technical Assets: People: DevOps engineers, cloud architects. IP: Proprietary automation scripts. Processes: Incident response protocols. Technology: Hybrid cloud deployments.",excellent
"Technical Assets: Data Centres: Outdated facilities with no redundancy. Hosting: Shared hosting with limited scalability. Servers: 5+ old physical servers. Databases: Flat files for storage, outdated MySQL version. Data: Minimal logs, outdated records. Software: Legacy systems with no updates. Models: Basic rule-based systems, no machine learning. Services: Minimal IT support, manual processes. Networking: Basic LAN with no security. Security: No encryption, weak passwords. Development: No version control, manual deployments. Compliance: Non-compliant with industry standards. BC/DR: No backups, no disaster recovery plan. Non-Technical: People: Overworked IT staff, no specialists. IP: None. Processes: Disorganized workflows, no documentation. Tech: Outdated hardware, no modern tools.",bad
"Technical Assets: Data Centres: Regional colocation with Tier III redundancy. Hosting: Hybrid cloud with VMware-based virtualization. Servers: 60+ Intel Xeon servers with moderate utilization. Databases: PostgreSQL for transactions, Elasticsearch for logs and search. Data: Customer records, product inventory, sales analytics. Software: ERPNext for business operations, custom reporting dashboards. Models: Basic forecasting for inventory management, customer segmentation. Services: API integrations with payment processors, shipping carriers. Networking: Gigabit fiber connectivity, basic SD-WAN implementation. Security: Next-gen firewalls, endpoint protection, regular vulnerability scans. Development: GitLab CI/CD with staging environments, manual QA processes. Compliance: PCI DSS Level 2, SOC 2 Type 1. BC/DR: Daily incremental backups, monthly full backups, annual DR testing. Non-Technical: People: Systems administrators, network engineers. IP: Custom integration middleware, reporting templates. Processes: Change management workflows, incident response procedures. Tech: Standardized server hardware, managed network equipment.",good
"Technical Assets: Data Centres: On-premise and colocation. Hosting Services: Google Cloud. Servers: 40 physical, 80 virtual. Databases: Oracle for financial records. Data: Transaction logs, audit trails. Software: Fraud detection systems. Models: Risk scoring algorithms. Services: Payment processing. Networking: Encrypted VPN tunnels. Security: Penetration testing tools. Development Tools: FinTech SDKs. Communication: Encrypted email. Compliance: PCI DSS, GLBA. Business Continuity: Hot-site replication. Non-Technical Assets: People: Compliance officers, traders. IP: Trading algorithms. Processes: Regulatory reporting workflows. Technology: High-frequency trading servers.",excellent
"Technical Assets: Data Centres: Outdated facilities with no redundancy. Hosting: Shared hosting with limited scalability. Servers: 5+ old physical servers. Databases: Flat files for storage, outdated MySQL version. Data: Minimal logs, outdated records. Software: Legacy systems with no updates. Models: Basic rule-based systems, no machine learning. Services: Minimal IT support, manual processes. Networking: Basic LAN with no security. Security: No encryption, weak passwords. Development: No version control, manual deployments. Compliance: Non-compliant with industry standards. BC/DR: No backups, no disaster recovery plan. Non-Technical: People: Overworked IT staff, no specialists. IP: None. Processes: Disorganized workflows, no documentation. Tech: Outdated hardware, no modern tools.",bad
"Technical Assets: Data Centres: Small on-premise facility with UPS backup. Hosting: Mixed environment with some managed services. Servers: 30+ servers of varying ages, partially virtualized. Databases: Microsoft SQL Server for core applications, some Access databases. Data: Customer information, order history, basic analytics. Software: Industry-specific applications, Microsoft 365 suite. Models: Basic reporting tools, some Excel-based analytics. Services: Email hosting, website with e-commerce capabilities. Networking: Business broadband with failover, segmented internal network. Security: Basic firewalls, anti-malware, password policies. Development: Small team using Visual Studio, semi-formal testing. Compliance: Basic industry standards, some security best practices. BC/DR: Regular backups to NAS and cloud storage, documented recovery plans. Non-Technical: People: IT manager, technical support staff. IP: Some customized business workflows and scripts. Processes: Documented IT procedures, reactive issue resolution. Tech: Mix of current and aging hardware, standardized workstations.",good
"Technical Assets: Data Centres: On-premise and cloud-based. Hosting Services: AWS, Azure. Servers: 50 physical, 100 virtual. Databases: PostgreSQL for patient records. Data: Clinical trial data, EHRs. Software: EMR systems, telehealth platforms. Models: Predictive analytics for patient outcomes. Services: Remote monitoring. Networking: Secure VPNs for telehealth. Security: HIPAA compliance tools. Development Tools: HealthTech SDKs. Communication: Secure messaging apps. Compliance: HIPAA, HITECH. Business Continuity: Data backup solutions. Non-Technical Assets: People: Healthcare professionals, IT support staff. IP: Proprietary algorithms for diagnostics. Processes: Patient intake workflows, billing procedures.",excellent
"Technical Assets: Data Centres: Outdated facilities with no redundancy. Hosting: Shared hosting with limited scalability. Servers: 5+ old physical servers. Databases: Flat files for storage, outdated MySQL version. Data: Minimal logs, outdated records. Software: Legacy systems with no updates. Models: Basic rule-based systems, no machine learning. Services: Minimal IT support, manual processes. Networking: Basic LAN with no security. Security: No encryption, weak passwords. Development: No version control, manual deployments. Compliance: Non-compliant with industry standards. BC/DR: No backups, no disaster recovery plan. Non-Technical: People: Overworked IT staff, no specialists. IP: None. Processes: Disorganized workflows, no documentation. Tech: Outdated hardware, no modern tools.",bad
"Technical Assets: Data Centres: Small server room with basic cooling. Hosting: Shared hosting for web applications. Servers: 20+ virtual servers on a single hypervisor. Databases: MySQL for transactional data, SQLite for local storage. Data: Basic customer data, transaction logs. Software: Open-source CMS, basic analytics tools. Models: Simple linear regression for sales forecasting. Services: Basic web hosting, email services. Networking: Standard Ethernet setup, basic firewall. Security: Antivirus software, basic access controls. Development: Manual deployment processes, no CI/CD. Compliance: Limited compliance with industry standards. BC/DR: Weekly backups to external drive, no disaster recovery plan. Non-Technical: People: Small IT team, generalists. IP: Minimal proprietary assets. Processes: Ad-hoc workflows, no formal documentation. Tech: Standard office hardware, basic networking equipment.",good
"Technical Assets: Data Centres: AI-optimized facilities with liquid cooling. Hosting: Serverless platforms for real-time analytics. Servers: 300+ GPU nodes for deep learning. Databases: Cassandra for time-series data, Neo4j for graph data. Data: Sensor telemetry, user behavior logs. Software: TensorFlow for AI models, Apache Kafka for streaming. Models: GANs for image synthesis, transformers for NLP. Services: Real-time anomaly detection, predictive maintenance. Networking: 5G edge nodes, SDN for dynamic routing. Security: Blockchain-based identity management, quantum-safe encryption. Development: PyTorch Lightning, CI/CD pipelines for ML. Compliance: GDPR compliance tools, ISO 27001 certification. BC/DR: Geo-redundant backups, automated failover. Non-Technical: People: Data scientists, ML engineers. IP: Proprietary AI models, data preprocessing pipelines. Processes: Model retraining workflows, data labeling pipelines. Tech: Edge AI devices, high-performance clusters.",excellent
"Technical Assets: Data Centres: Outdated facilities with no redundancy. Hosting: Shared hosting with limited scalability. Servers: 5+ old physical servers. Databases: Flat files for storage, outdated MySQL version. Data: Minimal logs, outdated records. Software: Legacy systems with no updates. Models: Basic rule-based systems, no machine learning. Services: Minimal IT support, manual processes. Networking: Basic LAN with no security. Security: No encryption, weak passwords. Development: No version control, manual deployments. Compliance: Non-compliant with industry standards. BC/DR: No backups, no disaster recovery plan. Non-Technical: People: Overworked IT staff, no specialists. IP: None. Processes: Disorganized workflows, no documentation. Tech: Outdated hardware, no modern tools.",bad
"Technical Assets: Data Centres: Small server room with basic cooling. Hosting: Shared hosting for web applications. Servers: 20+ virtual servers on a single hypervisor. Databases: MySQL for transactional data, SQLite for local storage. Data: Basic customer data, transaction logs. Software: Open-source CMS, basic analytics tools. Models: Simple linear regression for sales forecasting. Services: Basic web hosting, email services. Networking: Standard Ethernet setup, basic firewall. Security: Antivirus software, basic access controls. Development: Manual deployment processes, no CI/CD. Compliance: Limited compliance with industry standards. BC/DR: Weekly backups to external drive, no disaster recovery plan. Non-Technical: People: Small IT team, generalists. IP: Minimal proprietary assets. Processes: Ad-hoc workflows, no formal documentation. Tech: Standard office hardware, basic networking equipment.",good
"Technical Assets: Data Centres: High-performance facilities with AI-driven cooling. Hosting: Kubernetes clusters for microservices. Servers: 200+ NVIDIA A100 GPUs for AI workloads. Databases: MongoDB for unstructured data, PostgreSQL for relational data. Data: Customer interaction logs, real-time analytics. Software: Apache Spark for big data processing, TensorFlow for AI. Models: Deep learning for recommendation systems, clustering for segmentation. Services: Real-time personalization, fraud detection. Networking: High-speed fiber optics, SD-WAN for global connectivity. Security: Multi-factor authentication, zero-trust architecture. Development: GitOps workflows, automated testing pipelines. Compliance: SOC 2, GDPR. BC/DR: Multi-region backups, automated failover. Non-Technical: People: Data engineers, security analysts. IP: Proprietary recommendation algorithms, data pipelines. Processes: Continuous integration workflows, data governance policies. Tech: AI accelerators, high-speed storage arrays.",excellent
"Technical Assets: Data Centres: Outdated facilities with no redundancy. Hosting: Shared hosting with limited scalability. Servers: 5+ old physical servers. Databases: Flat files for storage, outdated MySQL version. Data: Minimal logs, outdated records. Software: Legacy systems with no updates. Models: Basic rule-based systems, no machine learning. Services: Minimal IT support, manual processes. Networking: Basic LAN with no security. Security: No encryption, weak passwords. Development: No version control, manual deployments. Compliance: Non-compliant with industry standards. BC/DR: No backups, no disaster recovery plan. Non-Technical: People: Overworked IT staff, no specialists. IP: None. Processes: Disorganized workflows, no documentation. Tech: Outdated hardware, no modern tools.",bad
"Technical Assets: Data Centres: Small server room with basic cooling. Hosting: Shared hosting for web applications. Servers: 20+ virtual servers on a single hypervisor. Databases: MySQL for transactional data, SQLite for local storage. Data: Basic customer data, transaction logs. Software: Open-source CMS, basic analytics tools. Models: Simple linear regression for sales forecasting. Services: Basic web hosting, email services. Networking: Standard Ethernet setup, basic firewall. Security: Antivirus software, basic access controls. Development: Manual deployment processes, no CI/CD. Compliance: Limited compliance with industry standards. BC/DR: Weekly backups to external drive, no disaster recovery plan. Non-Technical: People: Small IT team, generalists. IP: Minimal proprietary assets. Processes: Ad-hoc workflows, no formal documentation. Tech: Standard office hardware, basic networking equipment.",good
"Technology: Office computers, trading terminals, secure communication tools. Techni anti Data Centres: Financial data storage and processing centres. Servers: 25 physical FinSecure must conduct a servers and 50 virtual servers. Data: Transactional non Security Assets: Excellent services may have higher 1 and Firewalls, encryption software, priority or sensitivity than Non intellectual property and Business Continuity and Disaster understanding how business Recovery Systems: Backup processes can be restored in solutions, financial disaster case of a cyber incident is recovery plans. critical to the business continuity of FinSecure. List of Non Technical VPN services. comprehensive discovery Databases: Financial records, exercise to identify their customer accounts stored in critical technical and Oracle. Services: servers, databases, data, Investment advisory, financial software, models, and transaction services. malware tools. Intellectual Property (IP): Proprietary financial algorithms, trading strategies. Communication Non Business Processes: Trading operations, compliance reporting, customer support. people, processes, and Compliance and Regulatory intellectual property (IP). Reporting Systems: Financial For example, safeguarding regulatory compliance systems. services. It is important to Identify Networking and Infrastructure: identify critical service Critical Secure communications network, components, as some RC.IP People: Financial analysts, traders, Function Quality ID Function Description Function Outcome Name customer service personnel. others. cal Assets Development Tools: Trading software development kits, CI/CD tools. Models: but are not limited to data Credit scoring models, financial centres, hosting services, risk models. Hosting Services: Secure cloud hosting platforms (e.g., AWS, Google Cloud).",excellent
"Technical Assets: Servers: 2 old desktops. Databases: Excel files, no backups. Data: Scattered, incomplete. Software: Unlicensed, outdated. Models: None. Services: None. Networking and Infrastructure: Unsecured WiFi, no segmentation. Security Assets: No firewalls, weak passwords. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: No plan. Non-Technical Assets: People: One IT generalist. Processes: Ad-hoc, undocumented.",bad
"Technical Assets: Data Centres: Small server room with basic cooling. Hosting: Shared hosting for web applications. Servers: 20+ virtual servers on a single hypervisor. Databases: MySQL for transactional data, SQLite for local storage. Data: Basic customer data, transaction logs. Software: Open-source CMS, basic analytics tools. Models: Simple linear regression for sales forecasting. Services: Basic web hosting, email services. Networking: Standard Ethernet setup, basic firewall. Security: Antivirus software, basic access controls. Development: Manual deployment processes, no CI/CD. Compliance: Limited compliance with industry standards. BC/DR: Weekly backups to external drive, no disaster recovery plan. Non-Technical: People: Small IT team, generalists. IP: Minimal proprietary assets. Processes: Ad-hoc workflows, no formal documentation. Tech: Standard office hardware, basic networking equipment.",good
"Identify identify critical service Networking and Infrastructure: Critical components, as some services Dedicated private networks, RC.IP Servers: 75 NetVantage Solutions must physical and virtual servers for conduct a comprehensive network services. Data: non Business Continuity critical to the business and Disaster Recovery Systems: continuity of NetVantage Network redundancy, backup Solutions. solutions. Function Quality ID Function Description Function Outcome Name List of Non Technology: Routers, firewalls, network equipment. Databases: discovery exercise to identify Client data on MySQL and their critical technical and NoSQL databases. software, models, and Services: Managed network services. It is important to services, IT consulting. intellectual property and Compliance and Regulatory understanding how business Reporting Systems: Network processes can be restored in regulation compliance (GDPR, case of a cyber incident is PCI DSS). Business Processes: Network deployment workflows, client onboarding. people, processes, and Communication Systems: intellectual property (IP). For Collaboration platforms for example, safeguarding client network management. Hosting Services: Managed cloud hosting for client networks. People: Network engineers, system administrators, IT consultants. Data Centres: Network infrastructure hosting. cal Assets Development Tools: Network Non Techni secure VPN connections. Intellectual Property (IP): Network design blueprints, proprietary software. Models: centres, hosting services, Predictive models for network servers, databases, data, performance and downtime. WAN. Technical may have higher priority or MPLS, SD Security Excellent 1 and sensitivity than others. Assets: Network firewalls, Non",excellent
"Technical Assets: Servers: One aging laptop. Databases: Text files, no structure. Data: Minimal, not validated. Software: Freeware, expired licenses. Models: None. Services: None. Networking and Infrastructure: Shared WiFi, no VLANs. Security Assets: No encryption, default passwords. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: Ignored. Business Continuity and Disaster Recovery Systems: No backups. Non-Technical Assets: People: Volunteer. Processes: None.",bad
"Technical Assets: Data Centres: Small server room with basic cooling. Hosting: Shared hosting for web applications. Servers: 20+ virtual servers on a single hypervisor. Databases: MySQL for transactional data, SQLite for local storage. Data: Basic customer data, transaction logs. Software: Open-source CMS, basic analytics tools. Models: Simple linear regression for sales forecasting. Services: Basic web hosting, email services. Networking: Standard Ethernet setup, basic firewall. Security: Antivirus software, basic access controls. Development: Manual deployment processes, no CI/CD. Compliance: Limited compliance with industry standards. BC/DR: Weekly backups to external drive, no disaster recovery plan. Non-Technical: People: Small IT team, generalists. IP: Minimal proprietary assets. Processes: Ad-hoc workflows, no formal documentation. Tech: Standard office hardware, basic networking equipment.",good
"Technical Assets: Data Centres: Quantum-secure facilities with biometric access. Hosting: Multi-cloud orchestration for global reach. Servers: 400+ GPU clusters for AI research. Databases: Distributed graph DBs for fraud detection, encrypted NoSQL for PII. Data: Real-time transaction streams, behavioral analytics. Software: Custom AI frameworks, distributed ledger tech. Models: Federated learning for privacy, graph neural nets for anomaly detection. Services: Automated compliance reporting, instant KYC. Networking: 400Gbps backbone, quantum key distribution. Security: Homomorphic encryption, adaptive honeypots. Development: Automated ML pipelines, blue/green deployments. Compliance: PCI DSS, GDPR, CCPA. BC/DR: Autonomous failover, immutable audit logs. Non-Technical: People: Security architects, compliance officers. IP: Blockchain consensus algorithms, privacy-preserving ML. Processes: Incident response playbooks, continuous compliance audits. Tech: Quantum RNGs, secure enclave chips.",excellent
Technical Assets: Servers: None. Databases: None. Data: Not tracked. Software: None. Models: None. Services: None. Networking and Infrastructure: Public WiFi. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: None. Processes: None.,bad
"Technical Assets: Data Centres: Small server room with basic cooling. Hosting: Shared hosting for web applications. Servers: 20+ virtual servers on a single hypervisor. Databases: MySQL for transactional data, SQLite for local storage. Data: Basic customer data, transaction logs. Software: Open-source CMS, basic analytics tools. Models: Simple linear regression for sales forecasting. Services: Basic web hosting, email services. Networking: Standard Ethernet setup, basic firewall. Security: Antivirus software, basic access controls. Development: Manual deployment processes, no CI/CD. Compliance: Limited compliance with industry standards. BC/DR: Weekly backups to external drive, no disaster recovery plan. Non-Technical: People: Small IT team, generalists. IP: Minimal proprietary assets. Processes: Ad-hoc workflows, no formal documentation. Tech: Standard office hardware, basic networking equipment.",good
"Technical Assets: Data Centres: Genomics-grade storage with air-gapped backups. Hosting: Containerized research environments. Servers: 150+ ARM servers for bioinformatics. Databases: Genomic sequence DBs, encrypted patient registries. Data: DNA sequence data, anonymized clinical trial results. Software: CRISPR design tools, protein folding simulators. Models: Deep learning for gene variant prediction. Services: Secure data sharing portals, regulatory submission automation. Networking: 100Gbps fiber, VLAN isolation. Security: Multi-factor biometrics, data loss prevention. Development: JupyterHub for collaborative research, reproducible pipelines. Compliance: HIPAA, GxP, GDPR. BC/DR: Offsite tape vaulting, automated failover. Non-Technical: People: Bioinformaticians, regulatory specialists. IP: Novel gene editing protocols. Processes: Data anonymization workflows, IRB reviews. Tech: High-throughput sequencers, lab robotics.",excellent
"Technical Assets: Servers: 1 outdated desktop. Databases: CSV files, no validation. Data: Outdated, incomplete. Software: Unpatched, unsupported. Models: None. Services: None. Networking and Infrastructure: Open WiFi, unmanaged switch. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: No plan. Non-Technical Assets: People: One staff. Processes: Disorganized.",bad
"Technical Assets: Data Centres: Tier III facilities with redundant power and cooling. Hosting: Managed Kubernetes clusters for scalable applications. Servers: 80+ virtualized servers with GPU acceleration. Databases: PostgreSQL for transactional data, Elasticsearch for logs. Data: Customer analytics, operational metrics. Software: Advanced CRM tools, data visualization platforms. Models: Predictive analytics for customer retention. Services: Cloud migration consulting, IT support. Networking: SD-WAN for global connectivity. Security: Multi-factor authentication, endpoint protection. Development: CI/CD pipelines, automated testing. Compliance: GDPR, SOC 2. BC/DR: Geo-redundant backups, automated failover. Non-Technical: People: IT architects, data analysts. IP: Proprietary customer segmentation algorithms. Processes: Incident response workflows, change management. Tech: Modern server hardware, enterprise-grade networking.",good
"Technical Assets: Data Centres: Tier IV certified, globally distributed data centers with advanced cooling. Hosting: Fully managed Kubernetes on bare metal with auto-scaling. Servers: 500+ latest-gen CPU servers, 100+ FPGA accelerators. Databases: NewSQL distributed databases with ACID compliance, in-memory data grids. Data: Petabytes of curated, versioned, and ethically sourced training data. Software: Proprietary deep learning frameworks, advanced simulation environments. Models: State-of-the-art generative adversarial networks, reinforcement learning agents. Services: Real-time AI-driven decision support, automated threat intelligence. Networking: Terabit-scale optical networking, zero-trust microsegmentation. Security: AI-powered anomaly detection, post-quantum cryptography trials. Development: MLOps platforms with continuous training and deployment, A/B testing frameworks. Compliance: FedRAMP High, ISO 27017/27018, industry-specific regulations. BC/DR: Active-active multi-region disaster recovery, sub-second RPO/RTO. Non-Technical: People: PhD-level AI researchers, dedicated ethics review board. IP: Foundational AI patents, extensive trade secrets. Processes: Rigorous model validation and bias detection, red teaming exercises. Tech: Custom AI hardware accelerators, neuromorphic computing research.",excellent
Technical Assets: Servers: None. Databases: None. Data: Not stored. Software: None. Models: None. Services: None. Networking and Infrastructure: None. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: None. Processes: None.,bad
"Technical Assets: Data Centres: Regional facilities with disaster recovery capabilities. Hosting: Hybrid cloud with AWS and Azure. Servers: 100+ virtual machines for scalable workloads. Databases: MongoDB for unstructured data, MySQL for relational data. Data: User behavior logs, transaction data. Software: ERP systems, analytics dashboards. Models: Machine learning for demand forecasting. Services: IT consulting, managed hosting. Networking: High-speed fiber optics, VPNs for secure access. Security: Role-based access control, intrusion detection systems. Development: Agile workflows, automated deployments. Compliance: ISO 27001, PCI DSS. BC/DR: Daily backups, annual disaster recovery drills. Non-Technical: People: DevOps engineers, compliance officers. IP: Proprietary forecasting models. Processes: Regular security audits, capacity planning. Tech: High-performance servers, advanced monitoring tools.",good
"Technical Assets: Data Centres: Multiple co-location facilities with N+1 redundancy. Hosting: Hybrid cloud strategy utilizing AWS and Azure for specific workloads. Servers: 150+ modern virtual machines, specialized GPU instances for ML. Databases: Managed PostgreSQL and MongoDB, data warehousing with Redshift. Data: Terabytes of structured and unstructured business data, customer interaction logs. Software: Commercial off-the-shelf (COTS) enterprise software, custom analytics dashboards. Models: Ensemble machine learning models for forecasting, NLP for sentiment analysis. Services: Business intelligence reporting, customer support chatbots. Networking: Software-Defined WAN (SD-WAN), redundant internet connectivity. Security: Next-generation firewalls (NGFW), SIEM, regular vulnerability scanning. Development: Agile methodologies, CI/CD pipelines with automated testing. Compliance: GDPR, CCPA, regular internal audits. BC/DR: Cloud-based backups, warm standby disaster recovery site. Non-Technical: People: Experienced data scientists, certified cloud architects. IP: Proprietary data analytics algorithms, brand trademarks. Processes: Documented change management, incident response plan. Tech: Modern server hardware, enterprise-grade networking equipment.",excellent
"Technical Assets: Servers: Old netbook. Databases: Notepad files. Data: Not secured. Software: Outdated. Models: None. Services: None. Networking and Infrastructure: Open WiFi. Security Assets: None. Development Tools: None. Communication Systems: None. Compliance and Regulatory Reporting Systems: None. Business Continuity and Disaster Recovery Systems: None. Non-Technical Assets: People: Intern. Processes: None.",bad
"Technical Assets: Data Centres: On-premise with advanced cooling systems. Hosting: Private cloud for sensitive workloads. Servers: 50+ high-performance servers. Databases: Cassandra for time-series data, Redis for caching. Data: IoT telemetry, user activity logs. Software: Monitoring tools, workflow automation platforms. Models: Clustering for anomaly detection, regression for forecasting. Services: Remote monitoring, device management. Networking: LoRaWAN for IoT, Zigbee for smart devices. Security: Device-level encryption, secure boot protocols. Development: Docker for containerization, Jenkins for CI/CD. Compliance: NIST IoT standards, ISO 9001. BC/DR: Cloud-based backups, disaster recovery drills. Non-Technical: People: IoT specialists, network engineers. IP: Custom IoT protocols, device management algorithms. Processes: Firmware update workflows, device onboarding. Tech: IoT gateways, edge computing devices.",good
