input,label
No mechanism exists to review recovery TTPs. The organization relies entirely on legacy documentation without verifying relevance to emerging threats.,bad
"Architectural adaptability is not considered. Systems rely on single points of failure, and recovery plans cannot support distributed or high-load operations.",bad
"Lessons learned from incidents are not translated into recovery improvements, causing repeated failures during similar attacks.",bad
"Teams resist updating recovery processes, citing lack of time or resources. As a result, outdated playbooks are still used during critical events.",bad
Adaptation efforts are completely absent. Recovery plans remain static despite significant environmental and threat-landscape changes.,bad
"SLA and OLA documentation does not exist. Teams rely on informal assumptions about acceptable downtime, leading to inconsistent recovery efforts during incidents.",bad
"RTOs are set arbitrarily without considering actual technical capabilities. Many targets cannot be met, causing repeated recovery failures.",bad
There is no defined criteria for when recovery is considered successful. SLAs are outdated and reference systems that no longer exist.,bad
Teams have conflicting expectations about acceptable downtime because OLAs have never been formally established or agreed upon.,bad
"Recovery objectives are unrealistic, with several systems assigned RTOs shorter than the time required to restore from backup.",bad
Incidents consistently exceed SLA expectations because targets have not been reviewed in years. No governance structure exists to update them.,bad
"RTO definitions are incomplete, covering only a small subset of services. Most applications operate without any defined recovery metrics.",bad
SLAs were created once during project initiation and have not been updated despite major changes in infrastructure and business processes.,bad
"The organisation sets aggressive RTOs without understanding dependencies, resulting in unsuccessful recoveries and prolonged outages.",bad
Recovery metrics are ignored during decision-making. There is no mechanism to invoke contingency plans when RTOs cannot be met.,bad
"There is no unified inventory of hardware, software, or cloud assets. Each team manages its own list, leading to conflicts during recovery events. Backup processes exist but frequently fail without alerting staff.",bad
"Recovery steps are undocumented, forcing teams to improvise during incidents. Several systems have never been rebooted for fear they may not recover. No visibility into what is mission-critical.",bad
Backups are stored on outdated hardware with failing components. No encryption or offsite replication is used. Recovery objectives are unknown to most staff.,bad
"Incident response roles are unclear. During outages, teams rely on messaging apps and verbal communication. No chain of command or escalation path is defined.",bad
System patching is irregular. Some servers run operating systems past end-of-life. No testing environment exists to validate recovery or patching actions.,bad
Vendor contacts are severely outdated. Many contracts have expired. No one maintains vendor SLAs or recovery expectations. External help is requested last-minute.,bad
"Backup logs indicate frequent corruption, but no remediation efforts are underway. Several business-critical databases have never undergone restore tests.",bad
No dependency mapping exists. Teams remain unaware of how their systems affect each other. Failures cascade unpredictably during incidents.,bad
"Knowledge transfer is nonexistent. Recoveries depend on a few long-tenured staff. When they are unavailable, outages extend for many hours.",bad
"The organisation operates with no formal recovery strategy, no documented steps, no communication plan, and no tracking of lessons learned. Every incident results in chaotic improvisation.",bad
"The organisation has no documented recovery objectives, leaving teams unaware of expected timelines or priorities during incidents. Stakeholder communications occur reactively instead of following a plan.",bad
"Data recovery strategies do not exist, and teams rely on improvised steps. No clear objectives define which systems must be restored first or what constitutes acceptable performance after recovery.",bad
Cyber COOP is not referenced in any recovery objectives. Staff remain unclear about their roles when disruption occurs. No reporting or escalation expectations are defined.,bad
"Recovery objectives are outdated, referencing systems that no longer exist. Current infrastructure lacks any measurable restoration targets, making recovery activities inconsistent and ineffective.",bad
"The organisation has no stated goals for restoring critical services, resulting in prolonged downtime. No documentation describes what service levels should look like post-recovery.",bad
"No communication or reporting requirements exist, leaving stakeholders uninformed during major disruptions. Decisions are made ad hoc without predefined objectives.",bad
"Data recovery is not prioritised, and backups have no defined restoration targets. Recovery efforts differ each time depending on which team is available.",bad
No objectives guide the use of Cyber COOP or continuity processes. The organisation struggles to maintain even minimal service quality during cyber incidents.,bad
"Recovery exercises are rarely conducted, and no objectives have been updated in years. Lessons from past incidents are not translated into improved recovery planning.",bad
"The organisation operates without any structured recovery expectations. There is no documentation, no prioritisation of services, and no clarity on what restoration success looks like.",bad
"No post-recovery assessment is performed, and the organisation has no visibility into whether KPIs or RTOs were met. Lessons remain unrecorded.",bad
Recovery actions conclude without any evaluation of success criteria or alignment with SLAs. Stakeholders receive no feedback on process performance.,bad
"The organisation does not review runbook relevance after incidents. Outdated steps persist, leading to repeated delays in future recoveries.",bad
"Communication effectiveness is never assessed post-incident, resulting in confusion and inconsistent reporting during future events.",bad
There is no comparison of actual recovery times with planned RTO or OLA values. Failures go unnoticed until the next incident.,bad
Performance indicators such as system stability and data integrity are ignored after recovery. Teams assume restored services are functional without validation.,bad
"Stakeholder feedback is not collected, and recurring pain points—such as delayed access restoration—are never addressed.",bad
"No logs or evidence are reviewed during or after incidents, leaving root causes unidentified. This leads to recurring disruptions.",bad
"The organisation fails to evaluate recovery tool performance, even when failures occur. Manual workarounds become the default practice.",bad
"Post-recovery activities consist of closing tickets without any analysis, measurement, or documentation, causing systemic recovery weaknesses.",bad
"There is no clear understanding among stakeholders of who is responsible for which recovery task. Interviews reveal that team members rely on verbal guidance during disruptions, and most are unaware that recovery documentation exists.",bad
"Recovery procedures are scattered across old email threads and local folders. No central repository is available, and several stakeholders admitted they have never been involved in exercises or planning sessions.",bad
Backup operations are inconsistent and unverified. Team members report uncertainty about whether historical data exists or can be restored. Communication during disruptions occurs informally through chat messages.,bad
"Stakeholders lack awareness of their roles during cyber incidents. No recovery training has been provided, and escalation paths are unclear. Many assume recovery is handled solely by senior IT staff.",bad
Documentation is either outdated or missing entirely. Interviews indicate that individuals often learn processes through trial-and-error. No structured assessment has been performed to evaluate recovery readiness.,bad
"Critical systems have no defined recovery steps. Staff turnover has left knowledge gaps, and recent hires are unfamiliar with the organisation's infrastructure. No interviews or workshops have been previously conducted.",bad
"Stakeholders do not know where backup data is stored or how to initiate a restore. Several believed that recovery was outsourced, though no evidence of such agreements exists.",bad
"There is limited collaboration across teams. Each group maintains its own informal practices, resulting in inconsistent and unreliable recovery outcomes. No unified communication method is used during crises.",bad
"Interviews reveal that staff have never seen a recovery playbook. Many were unaware of incident escalation tiers. Some contradicting information exists across teams, further complicating coordination.",bad
"Stakeholders openly acknowledge confusion during prior incidents. No records of lessons learned exist, and technical teams report significant uncertainty about system dependencies and critical paths.",bad
"No threat modelling process exists. System diagrams are outdated or missing, making it impossible to understand key attack paths. Analysts rely on assumptions rather than structured reviews, and no formal threat reports are produced.",bad
"Systems have never undergone architecture-level threat reviews. Security design flaws remain unrecognised until exploited. No organisation-wide modelling methodology exists, and there is no mapping of attacker TTPs to business assets.",bad
"Technical teams are unaware of threat modelling practices. Interviews show that most believe firewalls alone provide sufficient protection. No risk analysis is performed on data flows, integrations, or authentication mechanisms.",bad
"Threat modelling outputs are scattered across old documents, many over 5 years old. Modern cloud and container workloads are completely missing from analysis. No risk mitigation recommendations exist.",bad
"The organisation ignores common cyber-attack patterns when evaluating its systems. No review of TTPs, no analysis of potential exploitation paths, and no documentation supporting recovery control decisions.",bad
"Analysts do not participate in design reviews, resulting in systems deployed with unknown security weaknesses. No understanding of how attackers could pivot, escalate, or disrupt critical assets. Recovery plans lack threat context.",bad
Threat modelling is ad-hoc and uncoordinated. Teams occasionally discuss risks informally but never document them. No linkage exists between identified threats and recovery strategies.,bad
"Architectural decisions are made without evaluating cyber risks. Data stores lack classification, access paths are undocumented, and no one has analysed exploitable trust boundaries.",bad
Known vulnerabilities and insecure configurations persist for years because no threat modelling identifies them as high-risk. Recovery controls are chosen arbitrarily rather than based on actual attack likelihood.,bad
"In the absence of threat modelling, the organisation has no view of where its most critical weaknesses lie. Recovery teams cannot plan contingencies because attack vectors and likely failure points are unknown.",bad
"The organisation does not ingest any threat intelligence feeds. No monitoring of emerging threats exists, leaving recovery teams unaware of risks that could impact critical assets.",bad
"TI is treated as optional, and no processes exist for analysing external threat reports. The organisation cannot determine whether it has been previously compromised or is currently exposed.",bad
"Only outdated public threat lists are occasionally referenced. No systematic ingestion or validation occurs, making the organisation blind to active campaigns relevant to them.",bad
"There is no mechanism to correlate TI indicators with internal logs. Potential threats remain undetected, and recovery teams cannot prepare for or mitigate likely attack vectors.",bad
"Analysts lack training on threat intelligence and ignore feeds altogether. No CTI activities are conducted, and no IOC-based assessments inform recovery planning.",bad
"Despite subscribing to a paid TI service, reports go unread. No integration with SIEM, no alerting, and no use of threat insights to strengthen recovery controls.",bad
Threat intelligence findings are stored in scattered documents and never reviewed. No linkage exists between threat indicators and business-critical systems.,bad
"The organisation fails to monitor threat campaigns that target its industry. As a result, recovery strategies are misaligned with real-world threats.",bad
"There is no awareness of threat sources such as MISP, Shodan or OTX. No efforts are made to determine exposure or historical compromise. Recovery teams operate blindly.",bad
"Without threat intelligence ingestion, incident response and recovery planning rely on guesswork. Teams remain unaware of vulnerabilities, exploits, or active attacker tools relevant to their infrastructure.",bad
"No TTX exercises have been conducted within the organisation. Stakeholders have never rehearsed decision-making for cyber incidents, leaving recovery processes untested.",bad
Senior leaders are unaware of TTX practices and assume recovery teams will handle emergencies without structured discussions or simulations.,bad
"Previous attempts at TTX were informal and undocumented. No lessons learned, no action items, and no updates to recovery plans occur.",bad
There are no predefined scenarios for exercises. Teams rely on guesswork and do not understand emergency decision-making responsibilities.,bad
TTXs are cancelled frequently due to lack of engagement. Stakeholders consider them non-essential and do not participate.,bad
"No facilitators or processes exist for conducting structured TTX workshops. Discussions, when they occur, lack direction and value.",bad
Cross-team communication failures remain unaddressed because TTXs are never used to test communication and escalation procedures.,bad
Recovery plans have never been validated through simulated discussions. Leadership has no visibility on real capability gaps.,bad
"Technical assets (cloud services, workload servers, application APIs, structured databases) fully identified and monitored. Non-technical assets (key people, design IP, governance workflows, process dependencies) mapped with detailed relationships. Asset register auto-updated and cross-checked with resilience plans. Strong alignment with recovery priorities.",excellent
"Technical components (compute clusters, identity tools, integration services, data pipelines) documented with high accuracy. Non-technical components (operational processes, policy controls, documented responsibilities) mapped to functions. Regular reviews ensure no asset gaps. Strong linkage to business-critical services.",excellent
"Full inventory of core platforms, analytics tools, storage systems, and model environments maintained. People, intellectual property (IP), standard workflows, and compliance steps clearly captured. Asset criticality ratings applied across systems. Continuous discovery ensures accuracy.",excellent
"Technical stack (containers, APIs, microservices, data repositories) tracked with automated scanning. Non-technical items (process requirements, critical staff, data ownership, service methodology) catalogued with structured metadata. Documentation updated during every release cycle.",excellent
"All major technical elements (databases, encryption services, data lakes, backend tools) documented thoroughly. Non-technical assets (roles, service manuals, IP artifacts, review processes) maintained with high clarity. Strong dependency mapping supports rapid recovery.",excellent
"Technical assets including server groups, monitoring agents, code repositories, and integration layers are fully listed. Non-technical assets (decision workflows, escalation paths, internal IP, audit controls) carefully maintained. Review cycles are consistent and validated.",excellent
"Full mapping of digital infrastructure (compute, networking, storage, application layers) linked to business functions. Non-technical assets such as continuity procedures, key personnel, proprietary frameworks, and policy adherence documented with detail. Regular audits ensure completeness.",excellent
"Technical catalog covers all applications, development tools, runtime components, and core platform services. Non-technical components (team roles, operational tasks, service guidelines, IP rights) linked to operational dependencies. Strong documentation discipline maintained.",excellent
"Complete asset visibility across technical units (user systems, data tools, backend automation, security modules). Non-technical assets (functional processes, manual steps, core business roles, licensing documentation) fully mapped with high clarity.",excellent
"Technical assets (data centers, compute nodes, workloads, software engines) discovered through automated inventory systems. Non-technical assets (IP catalogs, departmental processes, staffing structure, knowledge bases) reviewed and aligned with service continuity.",excellent
Administrative recovery stakeholders are identified per asset with two trained individuals for each. Senior recovery authorities are clearly named with defined delegates and approval protocols. External partners have formal agreements with SLAs. Register is fully maintained and reviewed quarterly.,excellent
A complete stakeholder register exists with clear responsibilities. Administrative staff have rehearsed recovery procedures. Senior board members approve recovery steps with documented escalation paths. External suppliers participate in drills.,excellent
"The organisation maintains a robust, continuously updated register. Administrative teams are mapped to all critical systems. Senior decision-makers and delegates are fully documented. External providers have contract-based responsibilities and are included in all exercises.",excellent
All three stakeholder categories are fully defined. Administrative staff receive ongoing training. Senior authorities have pre-approved recovery playbooks. External partners have verified contact details and contractual obligations.,excellent
"A mature stakeholder governance model is in place. Administrative, senior, and external stakeholders have precise responsibilities linked to every critical asset. Regular updates and annual validation exercises occur.",excellent
Stakeholder responsibilities are documented at a granular level. Administrative response teams are assigned per system. Senior leadership has clear activation authority. External recovery partners participate in readiness assessments.,excellent
Stakeholder register is tightly integrated into recovery planning. Administrative roles are defined with alternates. Senior oversight includes approval checkpoints. External partners meet contractual recovery timelines.,excellent
"All stakeholders—administrative, senior, and external—are continuously updated in a central register. Responsibilities are aligned with asset criticality. External vendors participate in technical recovery testing.",excellent
Recovery exercises are conducted with involvement from all stakeholder categories. Administrative and senior roles are well-defined. External partners provide documented and validated support during drills.,excellent
"The organisation has a comprehensive, regularly audited stakeholder and responsibility register. Administrative, senior, and external stakeholders all have clear, measurable recovery obligations tied to critical assets.",excellent
"The organisation maintains a comprehensive prioritised asset register. Each asset includes defined dependencies, required sequencing, and business impact ratings. Restoration order ensures administrators regain access first, avoiding denial of service to themselves.",excellent
"A detailed criticality-based asset list defines clear recovery tiers. Identity management, network access, monitoring layers, and core databases are restored in correct sequence. The list is continuously updated and validated.",excellent
"Asset prioritisation is fully integrated into the recovery strategy. Every asset has defined priority, dependency mapping, and sequence order. Testing confirms correct restoration order avoids corruption and authentication lockouts.",excellent
"The organisation uses a maturity-level prioritised asset register. It includes technical dependencies, business impact, restoration timings, and supported recovery actions. Regular exercises validate sequencing accuracy.",excellent
"A robust prioritisation model exists balancing cost, effort, and asset value. Restoration order is meticulously documented and tested. Critical services are always restored in the proper sequence.",excellent
"The prioritised asset register includes granular restoration steps and dependency flow diagrams. Identity, network, and management layers are always restored first to avoid administrative lockout.",excellent
Prioritisation is risk-based and actively maintained. Asset order is validated through quarterly disaster recovery drills. Dependencies and sequence logic are thoroughly documented and continuously monitored.,excellent
The organisation has a multi-tiered asset prioritisation framework. Restoration order is optimised to minimise downtime and prevent system conflicts. External and internal dependencies are fully mapped.,excellent
A comprehensive sequencing guide is tied to the prioritised asset list. Systems are restored according to validated dependency chains. Incorrect sequencing risks have been fully mitigated.,excellent
"The prioritised asset register is authoritative, centralised, and continuously updated. It outlines priority levels, dependencies, restoration sequence, risk impact, and cost considerations. Recovery teams rely on it effectively during incidents.",excellent
"The organisation maintains a comprehensive recovery control register, covering all technical controls including backups, SAN/NAS storage, high availability systems, authentication, redundancy, alternate routes, and failover mechanisms. Non-technical controls such as processes, playbooks, communication plans, and escalation frameworks are fully documented and validated.",excellent
"All technical recovery controls such as offsite backups, availability zones, S3 buckets, authentication layers, and resilient network paths are catalogued. Non-technical controls include detailed recovery workflows, governance structures, and forensic readiness procedures.",excellent
"The recovery control inventory is complete and continuously updated. Technical controls include redundant environments, failover systems, storage layers, and authentication dependencies. Non-technical controls cover procedures, decision authority, documentation, and communication protocols.",excellent
"The organisation uses a mature framework to identify all recovery controls. Backups, redundancy, authentication systems, and alternate network paths are meticulously documented. Non-technical controls include governance, training, and review cycles.",excellent
"Recovery controls include multi-layer backups, high availability clusters, resilient storage, and management LANs. Non-technical controls include escalation paths, recovery playbooks, and cross-team coordination mechanisms.",excellent
"A fully integrated recovery control register exists, mapping technical controls like redundancy, storage, and authentication to non-technical controls like workflows, governance, and verification steps. All controls are tested regularly.",excellent
"The organisation has identified every technical control, including forensic lab capabilities, path diversity, failover sites, and secure storage. Non-technical controls include training, communication frameworks, and periodic review processes.",excellent
"Technical controls span backup tiers, availability zones, authentication networks, alternate routes, and system resilience. Non-technical controls include structured processes, management oversight, and validated documentation.",excellent
"All technical recovery controls are thoroughly catalogued, including cloud replication, redundant architectures, and secure authentication. Non-technical controls include documented roles, rehearsed recovery procedures, and communication guidelines.",excellent
"A complete and authoritative recovery control register exists with deep visibility into technical controls and non-technical governance. The register is actively maintained, tested, and aligned with recovery objectives.",excellent
"A comprehensive list of recovery control stakeholders exists, fully aligned with RC.IP-2. Individuals are assigned to specific controls such as backups, storage systems, authentication processes, network failovers, and forensic readiness. Each stakeholder’s role is clearly documented.",excellent
"The organisation has a well-defined group of recovery stakeholders responsible for all technical and non-technical controls. The list includes designated primary and secondary personnel, with documented expertise and authority. Stakeholders participate in regular drills.",excellent
"Recovery control stakeholders are fully mapped to recovery controls. Each stakeholder is responsible for specific tasks such as failover activation, backup validation, identity service restoration, and storage recovery. Responsibilities are continuously reviewed and updated.",excellent
A mature stakeholder register exists displaying clear ownership for every recovery control. Stakeholders are trained and aware of their duties. The list is fully integrated into recovery exercises.,excellent
"The organisation maintains a detailed, validated list of stakeholders responsible for all recovery controls. Each stakeholder is linked to control categories and specific technologies. Documentation is frequently reviewed.",excellent
"Recovery control stakeholders have well-defined responsibilities covering technical controls (backup systems, authentication, redundancy) and non-technical controls (process governance, communication). They participate actively in recovery simulations.",excellent
"The stakeholder list includes experts for each recovery control: storage engineers, authentication specialists, network failover leads, forensic analysts, and backup operators. Escalation and delegation paths are clearly documented.",excellent
"The recovery control roster is comprehensive and aligned with RC.IP-2. All stakeholders have documented authority, contact paths, substitutes, and process responsibilities. This list is validated during exercises.",excellent
"The organisation has an authoritative list of recovery stakeholders mapped to every major recovery control. They participate in drills, understand dependencies, and follow validated recovery steps.",excellent
"Recovery control stakeholders are fully documented, trained, and engaged. Their responsibilities tie directly to specific recovery controls, ensuring seamless execution during cyber incidents.",excellent
"A comprehensive integrated list maps every business continuity control to its corresponding cyber recovery control, including owners, dependencies, and activation procedures.",excellent
"Joint continuity-recovery governance framework ensures that backup sites, DR facilities, alternative communications, and IT restoration sequences are synchronized.",excellent
"Business impact analysis outputs directly feed into cyber recovery controls, ensuring aligned prioritization of systems and services.",excellent
"Continuity and recovery teams conduct fully integrated simulations where backup sites, data restoration, and service failovers work in unified workflows.",excellent
"All business continuity assets—alternate sites, redundant links, communication trees—are explicitly built into cyber recovery playbooks.",excellent
"A unified database tracks business continuity and recovery controls, showing clear mappings, interdependencies, and proof of annual testing.",excellent
Cyber incidents automatically trigger business continuity mechanisms through predefined integration rules and activation criteria.,excellent
"Redundant systems, data replication, workload shifting, and cloud failover strategies are collaboratively owned by BC and recovery teams.",excellent
"The organization maintains a synchronized BC-Recovery matrix linking every continuity capability to recovery tasks, updated after every test.",excellent
"Continuity and recovery are governed as a single integrated resilience function, with shared controls, shared metrics, and joint reporting to leadership.",excellent
"We have a comprehensive list of recovery technologies, processes, policies, and trained personnel, with regularly updated gap analysis.",excellent
"Gaps in technology, training, and procedures are documented and prioritized, and improvement projects are actively underway.",excellent
"The organization performs structured capability assessments covering technology, processes, policies, and human skills, with clear remediation plans.",excellent
We have fully documented recovery capabilities and a detailed skills and technology gap analysis updated every quarter.,excellent
"Recovery capabilities across people, process, and technology are mapped, and all gaps have mitigation plans or compensating controls.",excellent
"All recovery tools, policies, and procedural capabilities are cataloged, with training programs and gap closure timelines.",excellent
"Recovery readiness assessments are integrated into audits, ensuring capability gaps and education needs are continuously monitored.",excellent
"The organization has established robust recovery capabilities with advanced tools and structured training programs, and known gaps are addressed promptly.",excellent
"A centralized register tracks all recovery capabilities and all identified gaps with owners, deadlines, and monitoring metrics.",excellent
"Capabilities across technology, process, policy, and personnel are optimized, and gap assessments drive strategic investments in recovery resilience.",excellent
"A comprehensive register detailing all legal, regulatory, environmental, and operational requirements is maintained with high accuracy. Every directive is reviewed on a fixed schedule. Responsibilities and escalation paths are mapped clearly.",excellent
"The organization documents all applicable regulations and mandates with full ownership assigned. Disclosure timelines, regulator contacts, and reporting sequences are tracked. Environmental and operational requirements fully mapped.",excellent
"A complete set of regulatory, legal, environmental, and operational directives is cataloged. Documentation includes notification templates, reporting procedures, and escalation owners. Updated quarterly.",excellent
"Every applicable law and directive is documented and linked to communication workflows. Environmental, legal, operational, and compliance obligations are validated through audit cycles. Reporting paths are clear and rehearsed.",excellent
"The regulatory register covers provincial, governmental, and compliance-based directives with full traceability. Reports, notifications, and required announcements are pre-defined and automated. Ownership clearly documented.",excellent
"All directives relevant to operations, legal requirements, environmental regulations, and compliance mandates are mapped and version-controlled. Documentation is reviewed regularly and tied to recovery planning.",excellent
"Comprehensive documentation exists for all regulatory and legal requirements, with clear assignment of responsibilities. Environmental obligations and operational mandates are integrated into incident workflows.",excellent
"The organization maintains a live regulatory tracking system mapping all directives to communication requirements. Environmental reporting, legal notifications, compliance obligations, and escalation paths are fully documented.",excellent
"A structured compliance repository covers all regulatory requirements, mandatory reporting, environmental rules, and operational directives. Review cycles are automated and owners follow strict update procedures.",excellent
"Legal, regulatory, operational, and environmental directives are cataloged in detail. All reporting obligations, disclosure timelines, regulator contacts, and compliance expectations are fully documented and continuously monitored.",excellent
"We maintain a complete, validated recovery sequence starting from identity management and access control, followed by storage, network, and service layers.",excellent
"All recovery steps are mapped, tested, and sequenced with dependency charts. Restoration begins with authentication and admin access, ensuring smooth recovery.",excellent
"A fully documented, dependency-linked recovery order exists. Includes identity, storage, network, middleware, apps, logs, and validation steps.",excellent
"Recovery sequencing is rehearsed regularly. Teams follow a strict order: access systems first, storage second, then application stack. No guesswork.",excellent
"We maintain a comprehensive restoration sequence covering all systems including backup validation, access services, data layers, and remote management controls.",excellent
The recovery order is mapped with technical flowcharts showing critical dependencies. Restoration is automated in some stages to prevent mis-sequencing.,excellent
Every system's recovery order is documented with mandatory checkpoints to avoid data corruption. Authentication and administrative controls restored first.,excellent
"A detailed step-by-step sequence ensures backup integrity, access availability, and application stability. Tested during exercises and real incidents.",excellent
"We maintain a full restoration roadmap linking infrastructure layers, applications, and remote access systems. Sequencing verified through audits.",excellent
"Recovery sequence documentation includes timing, order, dependencies, pre-checks, data integrity checks, and cross-team responsibilities. Highly mature process.",excellent
"A complete asset inventory exists with full configuration details and documented interdependencies for all systems, including mission-critical assets.",excellent
"An up-to-date interdependency map covers application, network, storage, and authentication layers. Recovery analysts have total visibility.",excellent
All service relationships are captured with upstream and downstream dependency charts. Includes configuration metadata and version history.,excellent
Interdependencies documented with detailed diagrams showing cross-domain communication paths and recovery sequencing. Regularly reviewed.,excellent
"The organization maintains a comprehensive mapping of all service-to-service connections, infrastructure components, and operational links.",excellent
"A centralized inventory system records assets, configurations, dependency flows, and resilience links. Updated automatically using discovery tools.",excellent
"Every system has documented dependencies including APIs, data pipelines, authentication paths, and storage layers. Clear structure for recovery planning.",excellent
"Mission-critical systems have deep-dive dependency maps, validated through simulation exercises. Interdependency failures are predictable and manageable.",excellent
"Interdependency documentation includes diagrams, configuration descriptions, and real-time relationship tracking. Supports fast recovery with zero guesswork.",excellent
"All assets and their interconnections are cataloged, visualized, and tied to restoration sequences. Analysts and external providers rely on the same authoritative map.",excellent
"A comprehensive CMDB captures full functional and security dependencies for every system. Auto-discovery, dependency mapping, and continuous auditing ensure real-time accuracy. All changes trigger immediate updates.",excellent
"Complete end-to-end functional flow diagrams show how each service interacts, along with detailed security dependencies including IAM, certificates, MFA, encryption standards, and monitoring hooks.",excellent
"Dependency mapping is fully automated and integrated with change management. Every system’s functional and security dependencies are tracked, validated, and continuously reviewed for accuracy.",excellent
"The organization maintains a complete, verified dependency map showing all functional interactions and security requirements. CMDB integrates with discovery tools, SIEM, IAM, and orchestration systems.",excellent
Real-time scanning and configuration auditing ensure all functional and security dependencies are accurate. Recovery teams use the dependency map as a primary source for planning and execution.,excellent
"All assets, their configurations, and dependency chains (functional + security) are cataloged in a centralized system with strict governance. Updates occur instantly through automation pipelines.",excellent
"Security dependencies such as authentication flows, authorization layers, encryption libraries, and certificate hierarchies are fully mapped alongside functional dependencies with zero gaps.",excellent
"Cross-team workflows ensure every application’s functional and security dependencies are validated before deployment. CMDB auto-updates, guaranteeing always-accurate dependency recordings.",excellent
"Dependency mapping extends across cloud, on-prem, and hybrid systems. Every service’s functional behavior and security mechanisms are captured, monitored, and tied to recovery procedures.",excellent
"The CMDB includes detailed multi-layer dependencies: functional, security, network, data, and integration interfaces. Automated audits ensure no stale entries, supporting fast and accurate recovery.",excellent
"A fully developed Cyber Continuity of Operations Plan (COOP) is in place, covering architect-to-protect, secure administration, device hardening, backup strategies, and end-to-end recovery workflows. It is actively maintained, version-controlled, and continuously tested in realistic simulations.",excellent
"The organization has a mature, comprehensive COOP that defines how to survive during an active cyber attack and recover to acceptable service levels. The plan is integrated with security controls, resilience architecture, and continuous backup validation.",excellent
"Recovery planning is fully embedded into the organization’s cyber resilience framework. It includes detailed guidance for secure administration, hardened device baselines, and rapid restoration procedures validated through frequent tabletop and live exercises.",excellent
"The COOP includes advanced resilience strategies, automated backup checks, authentication protection policies, and cross-team coordination. Recovery steps are executed flawlessly during incidents due to regular training and pre-tested workflows.",excellent
"A multi-layer recovery plan covers preparation, survival, and post-incident restoration. Architect-to-protect, access control, device hardening, and backup architectures are integrated into a cohesive COOP with zero outdated components.",excellent
"The organization maintains real-time COOP updates through automated configuration and backup monitoring systems. High-fidelity recovery simulations validate every control, ensuring readiness for real-world cyber attacks.",excellent
"The COOP includes detailed runbooks, decision trees, fallback procedures, continuous monitoring, and automated failover strategies. Full-scope exercises ensure both technical and non-technical teams are recovery-ready.",excellent
"Cyber resilience planning is deeply institutionalized. The COOP covers full lifecycle recovery, including mitigation, survival during attack, and restoration of services. Every element is tested, audited, and improved quarterly.",excellent
"The recovery plan is comprehensive, integrating cyber resilience architecture, secure administration, hardened endpoints, and multi-site backup strategies. Recovery is rapid and predictable due to automation and rigorous practice.",excellent
"A world-class COOP aligns with best-practice frameworks and includes detailed steps for restoring all systems at acceptable service levels. Continuous training, frequent simulations, and automated controls ensure maximal recovery readiness.",excellent
"Recovery processes and procedures are fully up to date, version-controlled, and validated through frequent, realistic exercises. After-action reviews are mandatory, and updates are implemented immediately, ensuring continuous improvement.",excellent
"The organization conducts rigorous testing of recovery processes, including scenario-based simulations and live failover exercises. Recovery procedures are updated instantly after lessons learned, ensuring maximum readiness.",excellent
"A mature testing cycle ensures all recovery processes work flawlessly. Every procedure is reviewed after incidents, infrastructure changes, and quarterly audits. The organization uses metrics to measure recovery effectiveness.",excellent
"Recovery documentation is comprehensive, highly detailed, and integrated with recovery playbooks. Procedures are validated through cross-team collaboration, red-team simulations, and automated testing frameworks.",excellent
"All recovery processes follow a continuous improvement lifecycle: plan, test, analyze, update. Lessons learned are logged, prioritized, and incorporated rapidly. The organization maintains near-zero recurrence of procedural failures.",excellent
Recovery procedures are aligned with best practices and industry standards. Real-time monitoring ensures outdated steps are flagged automatically. Teams undergo regular training and drills to maintain operational confidence.,excellent
"The organization maintains an advanced recovery testing program, including multi-system simulations and end-to-end business continuity validation. Procedures are kept perfectly current with system changes.",excellent
"Recovery processes are highly granular, covering technical, business, and communication workflows. They are tested monthly in different scenarios, and updates are driven by detailed analytics and performance data.",excellent
"An enterprise-level recovery governance model ensures all procedures are consistently updated. Automated workflows guide teams through recovery steps during incidents, reducing the possibility of human error.",excellent
"A world-class recovery program ensures all processes and procedures are validated under stress conditions, updated instantly after each review, and integrated seamlessly with recovery playbooks and system dependencies.",excellent
"A complete and well-maintained list of external entities exists, covering national recovery centres, call-off partners, service providers, and data centre contacts with full communication details.",excellent
"All external entity contacts include primary, secondary, and escalation points, with secure lines, after-hours numbers, and emergency notification instructions clearly documented.",excellent
"External contacts are stored in a version-controlled system integrated with recovery playbooks, ensuring instant access during any incident.",excellent
"The organization maintains a highly detailed communication directory with validated names, emails, secure phones, paging systems, and emergency contact chains.",excellent
"All external recovery partners undergo periodic verification drills to confirm contact accuracy, ensuring readiness during real incidents.",excellent
The external contact list is reviewed quarterly and updated immediately after any vendor or contract change. Accuracy is consistently near 100%.,excellent
"External support details include documented roles, responsibilities, and response timelines, ensuring seamless coordination during recovery.",excellent
"The contact list is integrated with automated notification tools that trigger multi-channel alerts (email, SMS, secure phone) to external entities.",excellent
"Data centre operators, service providers, and recovery contractors are all catalogued in a structured, searchable format with complete contact metadata.",excellent
"The organization maintains a gold-standard external contact registry with redundant communication paths, real-time updates, and cross-team accessibility.",excellent
"The organization maintains a complete and highly reliable OOB communication environment, including fully configured iLO/IPMI, separate networks, and secure messaging channels.",excellent
"A comprehensive recovery communication plan exists, detailing how all stakeholders—internal, external, and regulatory—are contacted and escalated during recovery operations.",excellent
